Case Number,Date,Year,Country,Activity,Sex,Age,Fatal (Y/N),Time,Species
1942.04.05,05-Apr-1942,1942.0,INDIAN OCEAN,Diving,,,,,Invalid
1942.03.08,08-Mar-1942,1942.0,CUBA,Esso Bolivar was torpedoed & shelled by the German submarine U-126,M,,Y,Ship aban-doned at 03h10,
1942.03.04,04-Mar-1942,1942.0,AUSTRALIA,,M,18,,,Invalid
1942.01.18,18-Jan-1942,1942.0,AUSTRALIA,,,,N,,
1942.01.04,04-Jan-1942,1942.0,AUSTRALIA,Swimming,F,28,Y,15h00,"Bull shark, 4 m [13'] "
1942.01.00,Jan-1942,1942.0,AUSTRALIA,Surfing,M,,N,,3 m [10'] shark
1942.00.00.k,1942,1942.0,INDONESIA,Captured Allied soldiers were squeezed into 3' bamboo pig baskets & fed to waiting sharks,M,,Y,,
1942.00.00.j,Winter 1942,1942.0,AUSTRALIA,Fishing,M,,N,,
1942.00.00.i,Summer 1942,1942.0,PHILIPPINES,Swimming,M,,Y,,
1942.00.00.h,1942,1942.0,SOUTH AFRICA,,,,N,,
1942.00.00.g,1942,1942.0,SOUTH AFRICA,,,,N,,Said to involve a 6.5 m [21.5'] shark
1942.00.00.f,1942,1942.0,BAHAMAS,Swimming,M,48,N,Late afternoon,1.2 m to 1.5 m [4' to 5'] shark
1942.00.00.e,1942,1942.0,,Jumped overboard from torpedoed Panamanian freighter,M,,Y,,
1942.00.00.d,1942,1942.0,MID-PACIFC OCEAN,Fishing,M,,N,,
1942.00.00.c,1942,1942.0,SOUTHWEST PACIFIC OCEAN,Ditched plane in the sea & were adrift on a rubber life raft. ,M,,N,,"Said to be leopard sharks, more probably tiger sharks"
1942.00.00.b,1942,1942.0,,"Days before the surrender of Singapore, the 3 men escaped to Sumatra where they acquired a 17' dinghy. After 125 days at sea they drifted back to Sumatra",M,,N,,
1942.00.00.a,1942,1942.0,PANAMA,Swimming,M,,Y,,
1941.12.07,07-Dec-1941,1941.0,SOUTH ATLANTIC OCEAN,Torpedoed & burning British  light cruiser with a crew of 450 men,,,Y,,"Reportedly: oceanic whitetip sharks, blue sharks, tiger sharks & bull sharks"
1941.12.03,03-Dec-1941,1941.0,AUSTRALIA,Swimming,M,10,N,Night,
1941.11.27.b,27-Nov-1941,1941.0,SOUTH ATLANTIC OCEAN,HMAS Parramatta torpedoed & sunk by the U-559,M,23,N,,Tiger shark
1941.11.27.a,27-Nov-1941,1941.0,SOUTH ATLANTIC OCEAN,HMAS Parramatta torpedoed & sunk by the U-559,M,,N,,Tiger shark
1941.11.24,25-Nov-1941,1941.0,SOUTH ATLANTIC OCEAN,British cruiser Dunedin torpedoed & sunk by the U-124,,,Y,,
1941.11.19,19-Nov-1941,1941.0,AUSTRALIA,German raider Kormoran was sunk in an engagement with HMAS Sydney,M,,N,,
1941.09.25,25-Sep-1941,1941.0,CARIBBEAN SEA,SS Ethel Skakel foundered in Central America Hurricane of 1941,M,,Y,Night,
1941.08.21.R,Reported 21-Aug-1941,1941.0,USA,Fishing,,,N,,
1941.08.05,05-Aug-1941,1941.0,AUSTRALIA,Swimming,M,,,,Shark involvement prior to death unconfirmed
1941.08.01,01-Aug-1941,1941.0,USA,Swimming,M,20,N,,
1941.07.22,22-Jul-1941,1941.0,USA,Fishing,,,N,12h00,Mako shark
1941.07.01,01-Jul-1941,1941.0,USA,Fishing,M,,N,,100-lb shark
1941.06.15,15-Jun-1941,1941.0,USA,Fishing,M,43,N,14h00,2.1 m [7'] shark
1941.06.00,Jun-1941,1941.0,PACIFIC OCEAN,"Ditched aircraft, 3 men in the water. Swam for 31 hours",M,,Y,17h30,
1941.03.24,24-Mar-1941,1941.0,SOUTH ATLANTIC OCEAN,Fishing,M,,N,,
1941.03.09,09-Mar-1941,1941.0,USA,Fishing,M,53,N,Night,Mako shark (aka bonito shark) 1.2 m [4'] 
1941.02.13.,13-Feb-1941,1941.0,AUSTRALIA,Fishing,M,34,N,,
1941.02.01,01-Feb-1941,1941.0,JAMAICA,Seine netting,M,,N,07h30,
1941.01.29,29-Jan-1941,1941.0,SOUTH ATLANTIC OCEAN,Fishing,M,19,N,19h55,
1941.01.00,Jan-1941,1941.0,ATLANTIC OCEAN,Fishing,M,,Y,,
1941.00.00.h,1941,1941.0,SOLOMON ISLANDS,Floating,M,,N,,
1941.00.00.f,1941,1941.0,IRAN,Standing,M,,Y,Early morning,
1941.00.00.e,1941,1941.0,IRAN,,M,,Y,,
1941.00.00.d,1941,1941.0,IRAN,,M,,N,,
1941.00.00.c,1941,1941.0,IRAN,Slipped off rocks and fell into the water,M,6,Y,,
1941.00.00.b,1941,1941.0,IRAN,Standing,M,,Y,,
1941.00.00.a,1941,1941.0,PAPUA NEW GUINEA,,M,14,N,,
1940.12.28,28-Dec-1940,1940.0,AUSTRALIA,Standing,M,23,Y,09h00,
1940.12.20,20-Dec-1940,1940.0,SOUTH AFRICA,Swimming,M,17,Y,10h00,
1940.12.19.R,Reported 19-Dec-1940,1940.0,AUSTRALIA,Fishing,M,,N,,
1940.12.10,10-Dec-1940,1940.0,AUSTRALIA,Fishing,M,,N,,
1940.09.00,Sep-1940,1940.0,PANAMA,Bathing,M,18,Y,,5.5 m [18'] shark
1940.07.13.b,13-Jul-1940,1940.0,USA,Standing,M,,N,,
1940.07.13.a,13-Jul-1940,1940.0,USA,Standing,M,,N,,
1940.06.30,30-Jun-1940,1940.0,USA,Fishing,M,,N,,3 m [10'] shark
1940.03.31,31-Mar-1940,1940.0,SOUTH AFRICA,Treading water,M,25,Y,11h00,"White shark, species identity confirmed by tooth pattern"
1940.03.20,20-Mar-1940,1940.0,AUSTRALIA,Diving,M,,N,,Wobbegong shark
1940.02.22,22-Feb-1940,1940.0,SOUTH AFRICA,Swimming,M,17,Y,16h30,"White shark, 160-kg [353-lb], identity confirmed by tooth pattern"
1940.02.20,20-Feb-1940,1940.0,AUSTRALIA,Canoeing,,,N,15h30,
1940.02.04,4-Feb-1940,1940.0,AUSTRALIA,Wading,M,55,Y,14h00,
1940.01.29,29-Jan-1940,1940.0,AUSTRALIA,Diving,M,17,N,,"""a small shark"""
1940.01.23,23-Jan-1940,1940.0,AUSTRALIA,Swimming,M,13,Y,10h40,3 m [10'] shark
1940.01.15,15-Jan-1940,1940.0,AUSTRALIA,Swimming,M,22,N,Afternoon,
1940.01.07,07-Jan-1940,1940.0,SOUTH AFRICA,Swimming,M,18,Y,16h00,2.4 m [8'] shark
1940.01.01,01-Jan-1940,1940.0,AUSTRALIA,Diving,M,,N,,
1940.00.00.f,Ca. 1940,1940.0,SLOVENIA,Fishing,,,N,, White shark
1940.00.00.e,1940,1940.0,NEW GUINEA,,F,,Y,,
1940.00.00.d,1940,1940.0,PAPUA NEW GUINEA,male,,,N,,
1940.00.00.c,1940,1940.0,SOUTH AFRICA,Swimming,,,,,Questionable incident
1940.00.00.b,1940,1940.0,SOUTH AFRICA,,F,,,,Questionable incident
1940.00.00.a,1940,1940.0,SOUTH AFRICA,Standing,F,,,,Questionable incident
1939.12.28,28-Dec-1939,1939.0,AUSTRALIA,Swimming,M,40,,,"Questionable incident, said to involve a 6' shark"
1939.12.14,14-Dec-1939,1939.0,AUSTRALIA,Swimming,M,20,Y,12h15,2.6 m [8.5'] shark landed 2 hours later
1939.11.23,23-Nov-1939,1939.0,AUSTRALIA,,,,N,,"Blue pointer, 16'"
1939.11.11,11-Nov-1939,1939.0,AUSTRALIA,,,,N,,whaler shark
1939.11.09,09-Nov-1939,1939.0,AUSTRALIA,,,,U,,
1939.11.06,06-Nov-1939,1939.0,AUSTRALIA,,,,U,,
1939.11.02.R,Reported 02-Nov-1939,1939.0,SAMOA,Fishing,M,,Y,,
1939.10.25.R,Reported 25-Oct-1939,1939.0,AUSTRALIA,Diving,M,27,N,,"Tiger shark, 4.3 m [14'], 3 tooth fragments retrieved from his wounds"
1939.10.04,04-Oct-1939,1939.0,USA,Fishing,M,,N,,1.5 m [5'] shark
1939.09.27.R,Reported 27-Sep-1939,1939.0,AUSTRALIA,Diving,M,,N,,Tiger shark
1939.08.01,01-Aug-1939,1939.0,USA,Fishing,M,33,N,,
1939.07.18,18-Jul-1939,1939.0,PACIFIC OCEAN,Japanese freighter Bokuyo Maru burned & sank,,3,Y,,
1939.07.16,16-Jul-1939,1939.0,BAHAMAS,Diving,M,38,N,12h00,"Nurse shark, 2.1 m [7']"
1939.07.14,14-Jul-1939,1939.0,USA,Seine netting,M,,N,Morning,18' shark
1939.05.03,03-May-1939,1939.0,USA,Washed off freighter Huncliff by a freak wave,M,,Y,,
1939.04.12.R,12-Apr-1939,1939.0,PAPUA NEW GUINEA,Diving,M,9,Y,,
1939.03.24,24-Mar-1939,1939.0,PAPUA NEW GUINEA,Diving,M,,Y,,"""a large shark"""
1939.02.26.b,26-Feb-1939,1939.0,INDIA,Swimming,M,,Y,,
1939.02.26.a,26-Feb-1939,1939.0,NEW ZEALAND,Fishing,M,,N,,7' shark
1939.01.12,12-Jan-1939,1939.0,AUSTRALIA,Scooping prawns,M,Both 11,N,,7' shark
1939.00.00.e,Woirld War II,1939.0,SRI LANKA,Fishing,F,,N,,
1939.00.00.d,Ca. 1939,1939.0,BAHAMAS,Fishing,,,N,,Tiger shark
1939.00.00.c,1939,1939.0,VENEZUELA,Bathing,M,,Y,,
1939.00.00.b,1939,1939.0,CURACAO,Diving,M,,N,,Tiger shark
1939.00.00.a,1939,1939.0,PAPUA NEW GUINEA,Swimming,M,,Y,,
1938.12.27,27-Dec-1938,1938.0,AUSTRALIA,Swimming,M,19,Y,,
1938.10.05,05-Oct-1938,1938.0,AUSTRALIA,Fishing,M,18,N,Afternoon,"Tiger shark, 6'"
1938.08.29,29-Aug-1938,1938.0,CHINA,Swimming,M,,Y,,
1938.08.18,18-Aug-1938,1938.0,USA,Fishing,M,,N,,
1938.07.18,18-Jul-1938,1938.0,USA,Swimming,M,,N,,
1938.07.17.R,Reported 17-Jul-1938,1938.0,TURKEY,Fishing,M,,N,,
1938.07.17,17-Jul-1938,1938.0,USA,Fishing,M,27,N,,
1938.07.12,12-Jul-1938,1938.0,AUSTRALIA,Diving,M,25,Y,,
1938.06.17,17-Jun-1938,1938.0,NICARAGUA,"The schooner Elizabeth, bound from Bluefields, Nicaragua to the river port of San Carlos foundered",,,Y,,Thought to involve bull sharks
1938.06.08,08-Jun-1938,1938.0,AUSTRALIA,Diving,M,,N,,6' shark
1938.05.26,26-May-1938,1938.0,COSTA RICA,Fishing,M,,Y,,
1938.05.15,15-May-1938,1938.0,IRAQ,Swimming,M,9 or 10,N,Afternoon,Bull shark
1938.05.02.R,Reported 02-May-1938,1938.0,INDIA,Bathing,,,Y,,
1938.03.21.R,Reported 21-Mar-1938,1938.0,FIJI,Wading,M,,N,,
1938.03.08,08-Mar-1938,1938.0,AUSTRALIA,Canoe capsized by shark,M,,N,,
1938.01.21,21-Jan-1938,1938.0,AUSTRALIA,Fishing,M,,N,," Tiger shark, 3'"
1938.01.18,18-Jan-1938,1938.0,SOUTH AFRICA,"Watching seine netters with friends, one of whom picked up a netted shark",M,13,N,,
1938.01.14,14-Jan-1938,1938.0,AUSTRALIA,Diving,M,24,,Afternoon,Questionable incident
1938.01.02,02-Jan-1938,1938.0,AUSTRALIA,Surfing,M,,N,,
1938.00.00.e.R,Reported 1938,1938.0,EGYPT,Diving,M,,Y,,
1938.00.00.d,1938,1938.0,TRINIDAD & TOBAGO,Surfing,M,50,N,,"""grey-colored shark"""
1938.00.00.c,1938,1938.0,USA,Fishing,M,,N,,
1938.00.00.b,1938,1938.0,AUSTRALIA,Diving,M,17,N,,
1938.00.00.a,1938,1938.0,SOUTH AFRICA,Swimming,M,,N,,
1937.11.13,13-Nov-1937,1937.0,USA,"Tzenny Chandris, a Greek freighter laden with scrap iron, foundered in heavy weather",M,,Y,,
1937.11.11,11-Nov-1937,1937.0,AUSTRALIA,Diving,M,17,Y,,12' shark
1937.11.06.R,Reported 06-Nov-1937,1937.0,SOLOMON ISLANDS,"Two canoes with 14 aboard blown to sea in a storm. While adrift for 3 week, one person fell overboard and was killed by a shark",M,,Y,,
1937.10.27.b,27-Oct-1937,1937.0,AUSTRALIA,Swimming,M,25,Y,17h30,Tiger shark
1937.10.27.a,27-Oct-1937,1937.0,AUSTRALIA,Swimming,M,18,Y,17h30,"Tiger shark,  3.6 m [11'9""], 850-kg [1874-lb] female, contained Girvan's remains "
1937.10.24.c,24-Oct-1937,1937.0,AUSTRALIA,Swimming,M,16,N,,2.4 m [8'] shark
1937.10.24.a,24-Oct-1937,1937.0,AUSTRALIA,Surfing,M,,N,,2.6 m [8.5'] shark
1937.09.26.R,Reported 26-Sep-t937,1937.0,CROATIA,Fishing,M,,N,,
1937.09.12,12-Sep-1937,1937.0,SCOTLAND,Fishing,,,N,,Basking shark
1937.09.11,11-Sep-1937,1937.0,SCOTLAND,Fishing,,,N,,Basking shark
1937.09.01,01-Sep-1937,1937.0,SCOTLAND,Rowing,M,,N,,Basking shark
1937.08.31,31-Aug-1937,1937.0,AUSTRALIA,Diving,M,38,N,11h00,"Tiger shark, 9' to 10' "
1937.08.16,16-Aug-1937,1937.0,TURKEY,Swimming,M,,,,Invalid
1937.08.02,02-Aug-1937,1937.0,PANAMA,Swimming,M,21,Y,,
1937.07.16.R,Reported 16-Jul-1937,1937.0,AUSTRALIA,Diving,M,,Y,,
1937.07.06,07-Jul-1937,1937.0,ITALY,,,,,,Invalid
1937.06.28.R,Reported 28-Jun-1937,1937.0,GREECE,,,,Y,,
1937.06.15.b,15-Jun-1937,1937.0,AUSTRALIA,Fishing,M,,N,,"Whaler shark, 4 m [13'] "
1937.06.15,    15-Jun-1937,1937.0,USA,Swimming,M,14,Y,Night,
1937.05.30,30-May-1937,1937.0,USA,Fishing,M,,N,,4' shark
1937.05.15,15-May-1937,1937.0,AUSTRALIA,Swimming,M,33,Y,Night,2 days later a 600-lb shark was caught 100 yards from the site
1937.03.26,26-Mar-1937,1937.0,AUSTRALIA,Bathing,M,16,,,Shark involvement prior to death was not confirmed
1937.03.09,09-Mar-1937,1937.0,AUSTRALIA,Swimming,M,43,,,Shark involvement prior to death was not confirmed
1937.02.13,13-Feb-1937,1937.0,AUSTRALIA,Swimming,M,32,Y,15h20,White shark
1937.02.11,11-Feb-1937,1937.0,AUSTRALIA,Swimming,M,,N,,
1937.02.04,04-Feb-1937,1937.0,AUSTRALIA,Fishing,,,N,03h00,
1937.02.03,03-Feb-1937,1937.0,AUSTRALIA,Fishing,M,20,N,,"3' ""blue nosed"" shark"
1937.02.02,1937,1937.0,AUSTRALIA,Fishing,M,,,Night,Shark involvement prior to death was not confirmed
1937.01.27,27-Jan-1937,1937.0,AUSTRALIA,Holding shark's tail ,M,18,N,,"Grey nurse shark, 8'"
1937.00.00,1937,1937.0,AUSTRALIA,,M,,N,,
1936.12.30,30-Dec-1936,1936.0,USA,Diving,M,,N,,6 m [20']  shark
1936.12.19,19-Dec-1936,1936.0,AUSTRALIA,Sculling,,,N,,3 m [10'] shark
1936.12.15,15-Dec-1936,1936.0,AUSTRALIA,Fishing,,,N,,
1936.12.12,12-Dec-1936,1936.0,AUSTRALIA,Swimming,M,15,Y,11h30,
1936.12.01,01-Dec-1936,1936.0,AUSTRALIA,Fishing,M,50,Y,,Thought to involve a 12' white shark
1936.11.27,27-Nov-1936,1936.0,AUSTRALIA,Fishing,M,,N,,0.9 m [3']  shark
1936.09.11.R,Reported 11-Sep-1936,1936.0,VIETNAM,Wreck of a sampam,M,,Y,,
1936.09.04,04-Sep-1936,1936.0,USA,Swimming,M,,N,,
1936.08.24,24-Aug-1936,1936.0,AUSTRALIA,Diving,M,,N,,Large tiger shark seen in the vicinity the following morning
1936.08.13,13-Aug-1936,1936.0,ICELAND,Swept overboard,M,,N,,
1936.08.11,11-Aug-1936,1936.0,CANADA,Fishing,,,N,,"Shovelnose shark, 6 m [20'] "
1936.08.04,Reported 04-Aug-1936,1936.0,AUSTRALIA,Diving,M,,N,,
1936.08.00,Aug-1936,1936.0,USA,Fishing,M,13,N,,
1936.07.25,25-Jul-1936,1936.0,USA,Swimming,M,16,Y,15h30,White shark (identified by Dr. Hugh Smith) 
1936.07.12,12-Jul-1936,1936.0,USA,Fishing,,,N,15h00,"Blue shark, 8' [2.4 m], 500-lb "
1936.07.07,07-Jul-1936,1936.0,AUSTRALIA,Diving,M,,N,,
1936.07.00,Jul-1936,1936.0,SOUTH AFRICA,Fishing,,,N,,
1936.06.26,26-Jun-1936,1936.0,AUSTRALIA,Diving,M,16,Y,,"Tiger shark, 2.4 m [8']"
1936.06.06,06-Jun-1936,1936.0,USA,Swimming,M,,Y,,
1936.04.22,22-Apr-1936,1936.0,AUSTRALIA,Diving,M,16,N,10h00,"Tiger shark, 4.6 m [15'] "
1936.04.08,08-Ap-1936,1936.0,AUSTRALIA,Diving,M,,N,,
1936.03.30,30-Mar-1936,1936.0,USA,Fishing,M,,N,,650-lb shark
1936.03.22,12-Mar-1936,1936.0,AUSTRALIA,Fishing,M,,N,,
1936.03.19,19-Mar-1936,1936.0,AUSTRALIA,Diving,M,,N,,
1936.03.04.,04-Mar-1936,1936.0,AUSTRALIA,Rowing ,,,N,,
1936.02.23,23-Feb-1936,1936.0,AUSTRALIA,Touching the mouth of a supposedly dead shark,F,young,N,,
1936.02.20..R,Reported 20-Feb-1936,1936.0,AUSTRALIA,Sculling,M,,N,,10' shark
1936.02.04,04-Feb-1936,1936.0,AUSTRALIA,Swimming,M,14,Y,15h00,White shark
1936.01.22,22-Jan-1936,1936.0,AUSTRALIA,Swimming,M,13,Y,18h00,White shark
1936.01.05,05-Jan-1936,1936.0,AUSTRALIA,Surfing,M,17,,,Shark involvement prior to death was not confirmed
1936.01.00,Jan-1936,1936.0,AUSTRALIA,Paddleskiing,M,,N,,2.3 m [7'] shark
1936.00.00,1936,1936.0,AUSTRALIA,Swimming,M,,Y,,
1935.12.23,23-Dec-1935,1935.0,AUSTRALIA,Cruising,,,N,,4.3 m [14'] shark
1935.11.13,13-Nov-1935,1935.0,AUSTRALIA,Diving,M,20,N,,
1935.09.21,21-Sep-1935,1935.0,USA,Swimming,M,38,Y,20h30,
1935.09.04.R,Reported 04-Sep-1935,1935.0,PAPUA NEW GUINEA,Swimming,M,,Y,,
1935.08.26,26-Aug-1935,1935.0,AUSTRALIA,"Fell overboard, hanging onto lifebuoy",M,38,Y,Night,3.7 m [12'] shark
1935.08.24,24-Aug-1935,1935.0,UNITED KINGDOM,Fishing,M,,,,Invalid
1935.08.13,13-Aug-1935,1935.0,AUSTRALIA,Diving,M,,Y,,
1935.07.27.b,27-Jul-1935,1935.0,USA,Fishing,M,23,,,Invalid
1935.07.27.a,27-Jul-1935,1935.0,USA,Fishing,M,53,,,Invalid
1935.07.05,05-Jul-1935,1935.0,PANAMA,Fishing,M,14,Y,,
1935.07.01,01-Jul-1935,1935.0,CROATIA,Swimming,F,22,Y,15h00,
1935.06.18,18-Jun-1935,1935.0,USA,Fishing,M,31,N,,4.6 m [15'] shark
1935.06.05.R,Reported 05-Jun-1935,1935.0,SOLOMON ISLANDS,Fishing,M,,Y,,
1935.06.00.b,Jun-1935,1935.0,AUSTRALIA,,,,N,,
1935.06.00.a,Jun-1935,1935.0,PAPUA NEW GUINEA,,,,N,,
1935.05.19,19-May-1935,1935.0,SOUTH AFRICA,Put foot inside a landed & supposedly dead shark,M,,N,,"White shark, 246-kg "
1935.05.12,12-May-1935,1935.0,AUSTRALIA,Diving,M,,N,,1.8 m [6'] shark
1935.04.25,25-Apr-1935,1935.0,AUSTRALIA,"Disappeared 11 days earlier, probable homicide victim",M,40,,,Invalid
1935.04.12.R,Reported 12-Apr-1935,1935.0,,Diving,F,,N,,
1935.04.08.R,Reported 08-Apr-1935,1935.0,USA,,M,,N,,
1935.03.30,30-Mar-1935,1935.0,AUSTRALIA,Diving,M,,N,Afternoon,
1935.03.25.R,Reported 25-Mar-1935,1935.0,SOUTH AFRICA,Put foot inside mouth of supposedly dead shark,M,,N,,
1935.03.20,20-Mar-1935,1935.0,AUSTRALIA,Diving,M,,N,,Tiger shark 3 m  [10'] 
1935.03.13,13-Mar-1935,1935.0,AUSTRALIA,Hauling in net with shark in it,M,38,N,,"""Blue nose shark"""
1935.03.11,11-Mar-1935,1935.0,AUSTRALIA,Surfing,M,,N,,
1935.03.09,09-Mar-1935,1935.0,AUSTRALIA,Swimming,M,27,Y,12h30,"White shark, 4 m [13'] "
1935.03.02,02-Mar-1935,1935.0,AUSTRALIA,Standing,M,22,Y,17h30,"White shark, 3.5 m to 4 m [11.5' to 13'] "
1935.02.14,14-Feb-1935,1935.0,AUSTRALIA,Surfing,M,20,N,17h30,
1935.01.24.b,24-Jan-1935,1935.0,AUSTRALIA,Fishing,M,,N,,"Tiger shark, 12' "
1935.01.24.a,24-Jan-1935,1935.0,AUSTRALIA,Fishing,,,N,,2 sharks
1935.01.21.R,Reported 21-Jan-1935,1935.0,ISRAEL,,,,,,Shark involvement prior to death unconfirmed
1935.01.17,17-Jan-1935,1935.0,AUSTRALIA,,M,5,,,Invalid
1934.12.31.b,31-Dec-1934,1934.0,AUSTRALIA,Splashing,F,13,N,20h15,"Tiger shark, 1.5 m [5'] "
1934.12.31.a,31-Dec-1934,1934.0,AUSTRALIA,Swimming,M,19,Y,16h30,
1934.12.23.b,23-Dec-1934,1934.0,AUSTRALIA,Diving,M,14,Y,13h00,
1934.12.23.a,23-Oct-1934,1934.0,AUSTRALIA,Swimming,M,12,N,13h00,
1934.10.09,09-Oct-1934,1934.0,AUSTRALIA,Bathing,F,38,Y,,
1934.10.08,08-Oct-1934,1934.0,BERMUDA,Fishing,M,,N,Night,
1934.10.02,22-Oct-1934,1934.0,AUSTRALIA,Diving,M,,Y,,
1934.09.08,08-Sep-1934,1934.0,BERMUDA,Fishing,M,,N,,1.5 m [5'] shark
1934.08.27,27-Aug-1934,1934.0,ITALY,Fishing,M,,N,,"White shark, 4 m [13'] "
1934.08.26.R,Reported 26-Aug-1934,1934.0,ITALY / CROATIA,Swimming,F,,,,Invalid
1934.08.26,26-Aug-1934,1934.0,AUSTRALIA,Diving,M,,Y,,
1934.08.21,21-Aug-1934,1934.0,CROATIA,Swimming,F,18,Y,,White shark
1934.08.05,05-Aug-1934,1934.0,USA,Swimming,M,11,N,,
1934.07.11,11-Jul-1934,1934.0,AUSTRALIA,Fishing,M,,N,,"Blue pointer, 11' "
1934.06.21,  21-Jun-1934,1934.0,AUSTRALIA,Fishing,M,,N,Night,"A 6.5' ""blue-nosed shark"""
1934.06.20,20-Jun-1934,1934.0,USA,Standing,M,8,Y,,
1934.04.15,15-Apr-1934,1934.0,AUSTRALIA,Surfing,M,34,N,09h30,
1934.04.01.c,01-Apr-1934,1934.0,SOUTH AFRICA,Swimming,M,,Y,15h30,
1934.04.01.b,01-Apr-1934,1934.0,SOUTH AFRICA,Swimming,M,12,N,12h00,
1934.04.01.a,01-Apr-1934,1934.0,AUSTRALIA,Swimming,M,15,Y,12h30,4.3 m [14'] shark seen in vicinity
1934.03.12,12-Mar-1934,1934.0,AUSTRALIA,Swimming,M,17,Y,15h00,4 m [13'] shark seen in vicinity
1934.03.00,Mar-1934,1934.0,AUSTRALIA,Fishing,,,N,,"Mako shark, 3.7 m [12'] identified by tooth fragments by G.P. Whitley"
1934.02.24,24-Feb-1934,1934.0,AUSTRALIA,Splashing in water ,M,,N,12h00,3.4 m [11']  tiger shark & a 5' shark
1934.02.22,22-Feb-1934,1934.0,CHILE,Fell into the water,M,,Y,,
1934.01.08.R,Reported 08-Feb-1934,1934.0,TURKEY,Fishing,M,,N,,
1934.01.27,27-Jan-1934,1934.0,AUSTRALIA,Swimming,M,15,N,,
1934.01.07,07-Jan-1934,1934.0,AUSTRALIA,Swimming,M,22,N,15h30,4.3 m [14'] shark seen in area previous week
1933.11.20,20-Nov-1933,1933.0,AUSTRALIA,Diving,M,,Y,,"Tiger shark, 3.4 m [11'] "
1933.11.18,18-Nov-1933,1933.0,AUSTRALIA,Diving,M,17,N,,Tiger shark
1933.10.25.R,Reported 25-Oct-1933,1933.0,AUSTRALIA,Diving,M,,N,,
1933.09.27.R,Reported 27-Sep-1933,1933.0,ISRAEL,Fishing,M,,N,,3 sharks
1933.08.28.b,28-Aug-1933,1933.0,USA,Fishing,M,,N,,"Blue shark, 4.5 m [14'9""]"
1933.08.28.a,28-Aug-1933,1933.0,USA,Bathing,M,,N,,
1933.08.26.R,Reported 26-Aug-1933,1933.0,USA,Swimming,F,,N,,
1933.07.07.R,Reported 07-Jul-1933,1933.0,USA,,M,50,N,,Tiger shark
1933.07.03,03-Jul-1933,1933.0,AUSTRALIA,Diving,M,,N,,
1933.06.21,21-Jun-1933,1933.0,USA,Sitting in 3' of water,M,15,N,,Thought to involve a 2.4 m [8'] lemon shark; two 2.4 m lemon sharks caught within 100 yds of the site a week prior to & a week after this incident
1933.06.16,16-Jun-1933,1933.0,USA,Standing,F,,N,,
1933.06.13,13-Jun-1933,1933.0,AUSTRALIA,Fishing,M,,,,Invalid
1933.05.24,24-May-1933,1933.0,BARBADOS,Yacht of Michael Howell capsized,,,Y,,
1933.05.23,23-May-1933,1933.0,AUSTRALIA,Fishing,M,,N,,7' to 8' shark
1933.06.08.R,Reported 08-Jun-1933,1933.0,AUSTRALIA,Treading water,M,,N,,
1933.05.03,03-May-1933,1933.0,CUBA,Swimming,M,,Y,,
1933.04.10,10-Apr-1933,1933.0,USA,Swimming,M,24,Y,,Possibly a bull shark or tiger shark
1933.02.26,26-Feb-1933,1933.0,AUSTRALIA,Standing,M,,N,,10' shark
1933.02.15.R,Reported 15-Feb-1933,1933.0,AUSTRALIA,Diving,M,,N,,4.4 m [14'] shark
1933.02.14,14-Feb-1933,1933.0,AUSTRALIA,,,,N,,
1933.02.12,12-Feb-1933,1933.0,AUSTRALIA,Fishing,M,,N,,Blue shark
1933.01.04,04-Jan-1933,1933.0,AUSTRALIA,Swimming,M,38,Y,17h30,
1932.12.11.R,Reported 11-Dec-1932,1932.0,AUSTRALIA,,M,,N,,
1932.12.09.R,Reported 09-Dec-1932,1932.0,NEW ZEALAND,Fishing,M,,N,,
1932.11.09,08-Nov-1932,1932.0,CUBA,Hurricane & Tidal Wave,,,U,,
1932.10.31,31-Oct-1932,1932.0,AUSTRALIA,Swimming,M,24,N,11h00,Thought to involve a mako or grey nurse shark
1932.10.11,11-Oct-1932,1932.0,CAPE VERDE,Swimming,M,27,Y,,
1932.09.26.R,Reported 26-Sep-1932,1932.0,FIJI,Catching a turtle,M,,N,,
1932.08.30.b,30-Aug-1932,1932.0,AUSTRALIA,,M,,N,,
1932.08.30.a,30-Aug-1932,1932.0,AUSTRALIA,,M,,N,,
1932.08.10,10-Aug-1932,1932.0,USA,Fishing,M,,N,,16' 800-lb shark
1932.08.09,09-Aug-1932,1932.0,AUSTRALIA,Diving,M,,N,,
1932.08.06,06-Aug-1932,1932.0,BAHAMAS,Standing,M,18,N,,
1932.07.14.R,Reported 14-Jul-1932,1932.0,USA,,M,17,,,Shark involvement prior to death unconfirmed
1932.07.02,02-Jul-1932,1932.0,CANADA,Fishing,M,,N,,Teeth in hull identified as those from a white shark 4.6 m [15'] in length
1932.06.28,28-Jun-1932,1932.0,USA,Fishing,M,32,N,,"250-lb ""dog shark"""
1932.06.26,26-Jun-1932,1932.0,USA,Fishing,M,,N,,
1932.06.20,20-Jun-1932,1932.0,FIJI,Diving,F,,Y,,
1932.05.12,12-May-1932,1932.0,AUSTRALIA,Diving,M,,Y,,
1932.05.00,May 1932,1932.0,AUSTRALIA,Diving,M,,N,,
1932.04.16.b,16-Apr-1932,1932.0,PHILIPPINES,Standing,M,,Y,,
